Year,imdb,Title,clean_test,binary,budget,domgross,intgross,,
2009,tt0452694,The Time Traveler&#39;s Wife,Dubious,FAIL,39000000,63414846,98666635,,
2009,tt1142988,The Ugly Truth,Conversation About Men Only,FAIL,38000000,88915214,205230042,,
2009,tt1049413,Up,No Talking between Women,FAIL,175000000,293004164,731542621,,
2009,tt1193138,Up in the Air,Conversation About Men Only,FAIL,30000000,83823381,166842739,,
2009,tt0409459,Watchmen,Conversation About Men Only,FAIL,138000000,107509799,184068357,,
2009,tt1178663,Whatever Works,Dubious,FAIL,15000000,5306706,35106706,,
2009,tt0386117,Where the Wild Things Are,No Talking between Women,FAIL,100000000,77233467,99123656,,
2009,tt0458525,X-Men Origins: Wolverine,Dubious,FAIL,150000000,179883157,374825760,,
2009,tt0403702,Youth in Revolt,No Talking between Women,FAIL,18000000,15285588,19685588,,
2008,tt0800308,Appaloosa,No Talking between Women,FAIL,20000000,20211394,27735474,,
2008,tt0455824,Australia,Conversation About Men Only,FAIL,130000000,49554002,215080810,,
2008,tt0799934,Be Kind Rewind,No Talking between Women,FAIL,20000000,11175164,30894247,,
2008,tt0887883,Burn After Reading,No Talking between Women,FAIL,37000000,60355347,163415735,,
2008,tt0892255,Che: Part One,No Talking between Women,FAIL,58000000,293708,30118557,,
2008,tt0452608,Death Race,No Talking between Women,FAIL,65000000,36316032,72516819,,
2008,tt1059786,Eagle Eye,No Talking between Women,FAIL,80000000,101440743,178066569,,
2008,tt1129423,Fireproof,Conversation About Men Only,FAIL,500000,33456317,33473297,,
2008,tt0486321,Fly Me to the Moon,Less than Two Women,FAIL,25000000,14543943,57546746,,
2008,tt0870111,Frost/Nixon,No Talking between Women,FAIL,29000000,18622031,28144586,,
2008,tt0995039,Ghost Town,No Talking between Women,FAIL,20000000,13252641,26612350,,
2008,tt1205489,Gran Torino,Conversation About Men Only,FAIL,25000000,148095302,274543085,,
2008,tt0448157,Hancock,Less than Two Women,FAIL,150000000,227946274,624346274,,
2008,tt0465502,Igor,Conversation About Men Only,FAIL,30000000,19528602,31013349,,
2008,tt0780536,In Bruges,No Talking between Women,FAIL,15000000,7800825,34533783,,
2008,tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,No Talking between Women,FAIL,185000000,317023851,786558145,,
2008,tt0371746,Iron Man,Conversation About Men Only,FAIL,186000000,318604126,582443126,,
2008,tt0373051,Journey to the Center of the Earth,No Talking between Women,FAIL,45000000,101704370,240904370,,
2008,tt0489099,Jumper,No Talking between Women,FAIL,82500000,81168265,223113205,,
2008,tt0441773,Kung Fu Panda,No Talking between Women,FAIL,130000000,215434591,631910531,,
2008,tt1139797,L&aring;t den r&auml;tte komma in (Let the Right One In),No Talking between Women,FAIL,4500000,2122085,12247682,,
2008,tt0866439,Made of Honor,Conversation About Men Only,FAIL,40000000,46012734,106548738,,
2008,tt0765476,Meet Dave,No Talking between Women,FAIL,60000000,11803254,50648806,,
2008,tt1013753,Milk,No Talking between Women,FAIL,20000000,31841299,57293371,,
2008,tt1046997,Miracle at St. Anna,Conversation About Men Only,FAIL,45000000,7916887,9110458,,
2008,tt0910936,Pineapple Express,Conversation About Men Only,FAIL,26000000,87341380,101549277,,
2008,tt1226681,Pontypool,Less than Two Women,FAIL,1500000,3865,31916,,
2008,tt0830515,Quantum of Solace,No Talking between Women,FAIL,230000000,169368427,591692078,,
2008,tt1032755,RocknRolla,No Talking between Women,FAIL,18000000,5700626,27794339,,
2008,tt1010048,Slumdog Millionaire,No Talking between Women,FAIL,14000000,141319928,384519665,,
2008,tt0942903,Stargate: The Ark of Truth,Dubious,FAIL,7000000,N/A,N/A,,
2008,tt0838283,Step Brothers,No Talking between Women,FAIL,65000000,100468793,128468793,,
2008,tt0383028,"Synecdoche, New York",Dubious,FAIL,20000000,3083538,4383538,,
2008,tt0844286,The Brothers Bloom,Dubious,FAIL,20000000,3531756,5531756,,
2008,tt0421715,The Curious Case of Benjamin Button,Dubious,FAIL,160000000,127509326,329809326,,
2008,tt0468569,The Dark Knight,Dubious,FAIL,185000000,533345358,1002891358,,
2008,tt0865556,The Forbidden Kingdom,No Talking between Women,FAIL,55000000,52075270,129075270,,
2008,tt0887912,The Hurt Locker,No Talking between Women,FAIL,15000000,17017811,49894223,,
2008,tt0800080,The Incredible Hulk,No Talking between Women,FAIL,137500000,134806913,263417913,,
2008,tt0976051,The Reader,No Talking between Women,FAIL,32500000,34194407,113019290,,
2008,tt0482606,The Strangers,Dubious,FAIL,9000000,52597610,83051676,,
2008,tt1125849,The Wrestler,No Talking between Women,FAIL,6000000,26238243,46634275,,
2008,tt0882978,Three Kingdoms: Resurrection of the Dragon,No Talking between Women,FAIL,20000000,N/A,22139590,,
2008,tt0942385,Tropic Thunder,Less than Two Women,FAIL,90000000,110461307,188163455,,
2008,tt0985699,Valkyrie,No Talking between Women,FAIL,90000000,83077762,203902107,,
2008,tt0910970,WALL-E,No Talking between Women,FAIL,180000000,223808164,532590994,,
2008,tt1185616,Waltz with Bashir,Less than Two Women,FAIL,2000000,2283849,11125664,,
2008,tt0493464,Wanted,No Talking between Women,FAIL,75000000,134508551,342416460,,
2008,tt0494652,"Welcome Home, Roscoe Jenkins",Dubious,FAIL,27500000,42436517,43607627,,
2008,tt1068680,Yes Man,No Talking between Women,FAIL,50000000,97690976,225990976,,
2007,tt0381849,3:10 to Yuma,Less than Two Women,FAIL,48000000,53606916,71171825,,
2007,tt0389722,30 Days of Night,Conversation About Men Only,FAIL,30000000,39568996,80276156,,
2007,tt0411061,88 Minutes,No Talking between Women,FAIL,30000000,16930884,32955399,,
2007,tt0423977,Charlie Bartlett,Conversation About Men Only,FAIL,12000000,3950294,5295909,,
2007,tt0486576,Fantastic Four: Rise of the Silver Surfer,Dubious,FAIL,120000000,131921738,288215319,,
2007,tt0367959,Hannibal Rising,No Talking between Women,FAIL,50000000,27669725,80583311,,
2007,tt0465494,Hitman,Less than Two Women,FAIL,17500000,39687694,99965792,,
2007,tt0425112,Hot Fuzz,No Talking between Women,FAIL,16000000,23618786,81742618,,
2007,tt0787475,Hot Rod,No Talking between Women,FAIL,25000000,13938332,14334401,,
2007,tt0758758,Into the Wild,No Talking between Women,FAIL,20000000,18354356,56395211,,
2007,tt0337978,Live Free or Die Hard,No Talking between Women,FAIL,110000000,134529403,383531464,,
2007,tt0465538,Michael Clayton,Conversation About Men Only,FAIL,21500000,49033882,92987651,,
2007,tt0758766,Music and Lyrics,Conversation About Men Only,FAIL,40000000,50572589,145021477,,
2007,tt0477348,No Country for Old Men,Dubious,FAIL,25000000,74273505,164051250,,
2007,tt1179904,Paranormal Activity,Dubious,FAIL,450000,107918810,194183034,,
2007,tt0382932,Ratatouille,Less than Two Women,FAIL,150000000,206445654,626549695,,
2007,tt00293564,Rush Hour 3,No Talking between Women,FAIL,180000000,140125968,253025968,,
2007,tt0822854,Shooter,No Talking between Women,FAIL,60000000,47003582,95703582,,
2007,tt0448134,Sunshine,No Talking between Women,FAIL,40000000,3688560,32030610,,
2007,tt0829482,Superbad,No Talking between Women,FAIL,17500000,121463226,169863226,,
2007,tt0780622,Teeth,Dubious,FAIL,2000000,347578,2350641,,
2007,tt0825232,The Bucket List,No Talking between Women,FAIL,45000000,93466502,174310293,,
2007,tt0419887,The Kite Runner,Less than Two Women,FAIL,20000000,15800078,74180745,,
2007,tt0756683,The Man from Earth,No Talking between Women,FAIL,200000,N/A,N/A,,
2007,tt0481369,The Number 23,No Talking between Women,FAIL,32000000,35193167,77593167,,
2007,tt0780607,The Signal,Conversation About Men Only,FAIL,50000,251150,406299,,
2007,tt0857191,The Visitor,Dubious,FAIL,4000000,9427026,19174817,,
2007,tt0469494,There Will Be Blood,Less than Two Women,FAIL,25000000,40222514,77208711,,
2007,tt0453556,TMNT,No Talking between Women,FAIL,35000000,54149098,96096018,,
2007,tt0418279,Transformers,No Talking between Women,FAIL,151000000,319246193,708272592,,
2007,tt0498399,We Own the Night,Less than Two Women,FAIL,28000000,28563179,55307857,,
2007,tt0496436,White Noise 2: The Light,No Talking between Women,FAIL,10000000,N/A,8243567,,
2006,tt0416449,300,Less than Two Women,FAIL,60000000,210614939,454161935,,
2006,tt0405296,A Scanner Darkly,No Talking between Women,FAIL,20000000,5501616,7405084,,
2006,tt0450259,Blood Diamond,No Talking between Women,FAIL,100000000,57377916,171377916,,
2006,tt0479647,"Bon Cop, Bad Cop",No Talking between Women,FAIL,8000000,12671300,12671300,,
2006,tt0443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,No Talking between Women,FAIL,18000000,128505958,261572744,,
2006,tt0317219,Cars,No Talking between Women,FAIL,70000000,244082982,461667967,,
2006,tt0381061,Casino Royale,No Talking between Women,FAIL,102000000,167365000,596365000,,
2006,tt0424345,Clerks II,Dubious,FAIL,5000000,24148068,25894473,,
2006,tt0479884,Crank,Less than Two Women,FAIL,12000000,27838408,43924923,,
2006,tt0405094,Das Leben Der Anderen,Less than Two Women,FAIL,2000000,11284657,81197047,,
2006,tt0449010,Eragon,No Talking between Women,FAIL,100000000,75030163,249488115,,
2006,tt0457572,Fido,Conversation About Men Only,FAIL,8000000,298110,419801,,
2006,tt0424095,Flushed Away,Less than Two Women,FAIL,149000000,64665672,177665672,,
2006,tt0438097,Ice Age: The Meltdown,No Talking between Women,FAIL,75000000,195330621,651899282,,
2006,tt0454848,Inside Man,Dubious,FAIL,50000000,88634237,184634237,,
2006,tt0493430,Jackass Number Two,No Talking between Women,FAIL,11000000,72778712,85278712,,
2006,tt0452637,Lady in the Water,Conversation About Men Only,FAIL,75000000,42285169,72785169,,
2006,tt0498380,Letters from Iwo Jima,No Talking between Women,FAIL,13000000,13756082,68756082,,
2006,tt0425210,Lucky Number Slevin,No Talking between Women,FAIL,27000000,22495466,55495466,,
2006,tt0483726,Man of the Year,No Talking between Women,FAIL,20000000,37442180,41342180,,
2006,tt0457510,Nacho Libre,Less than Two Women,FAIL,32000000,80197993,99296462,,
2006,tt0907657,Once,Conversation About Men Only,FAIL,150000,9445857,18997174,,
2006,tt0400717,Open Season,No Talking between Women,FAIL,85000000,85105259,189901703,,
2006,tt0401711,Paris je t&#39;aime,Dubious,FAIL,13000000,4857374,4857374,,
2006,tt0383574,Pirates of the Caribbean: Dead Man&#39;s Chest,Conversation About Men Only,FAIL,225000000,423315812,1060615812,,
2006,tt0409182,Poseidon,Conversation About Men Only,FAIL,160000000,60674817,181674817,,
2006,tt0454945,She&#39;s the Man,Conversation About Men Only,FAIL,25000000,33889159,55279608,,
2006,tt0423169,Sherrybaby,Dubious,FAIL,2000000,199176,622806,,
2006,tt0475394,Smokin&#39; Aces,Dubious,FAIL,17000000,35662731,56047261,,
2006,tt0348150,Superman Returns,No Talking between Women,FAIL,232000000,200120000,390874000,,
2006,tt0429589,The Ant Bully,Conversation About Men Only,FAIL,45000000,28142535,49610898,,
2006,tt0452594,The Break Up,No Talking between Women,FAIL,52000000,118806699,202944203,,
2006,tt0382625,The Da Vinci Code,No Talking between Women,FAIL,125000000,217536138,767820459,,
2006,tt0407887,The Departed,No Talking between Women,FAIL,90000000,133311000,290539042,,
2006,tt0414993,The Fountain,Dubious,FAIL,35000000,10144010,15461638,,
2006,tt0464049,The History Boys,No Talking between Women,FAIL,3700000,2730296,13425589,,
2006,tt0443543,The Illusionist,Less than Two Women,FAIL,16500000,39868642,83792062,,
2006,tt0410297,The Lake House,Dubious,FAIL,40000000,52330111,114830111,,
2006,tt0446755,The Painted Veil,Dubious,FAIL,19400000,8060487,15118795,,
2006,tt0482571,The Prestige,No Talking between Women,FAIL,40000000,53089891,107896006,,
2006,tt0454921,The Pursuit of Happyness,Less than Two Women,FAIL,55000000,162586036,307325633,,
2006,tt0436697,The Queen,Dubious,FAIL,15000000,56441711,128885873,,
2006,tt0460989,The Wind That Shakes the Barley,No Talking between Women,FAIL,8300000,1829142,25670174,,
2006,tt0370032,Ultraviolet,No Talking between Women,FAIL,30000000,18522064,20722064,,
2006,tt0758794,We Are Marshall,No Talking between Women,FAIL,65000000,43545364,43545364,,
2006,tt0477139,Wristcutters: A Love Story,No Talking between Women,FAIL,1000000,446165,460136,,
2006,tt0463034,"You, Me and Dupree",No Talking between Women,FAIL,54000000,75802010,130402010,,
2005,tt0372784,Batman Begins,No Talking between Women,FAIL,150000000,205343774,373298774,,
2005,tt0383222,BloodRayne,Dubious,FAIL,25000000,2405420,3605420,,
2005,tt0357507,Boogeyman,Conversation About Men Only,FAIL,20000000,46752382,67192859,,
2005,tt0393109,Brick,No Talking between Women,FAIL,450000,2075743,4087493,,
2005,tt0388795,Brokeback Mountain,No Talking between Women,FAIL,13900000,83043761,174097801,,
2005,tt0379725,Capote,Dubious,FAIL,7000000,28750530,49924079,,
2005,tt0352248,Cinderella Man,Conversation About Men Only,FAIL,88000000,61649911,108539911,,
2005,tt0360486,Constantine,No Talking between Women,FAIL,75000000,75976178,230884728,,
2005,tt0435623,Conversations with Other Women,Less than Two Women,FAIL,450000,379418,909061,,
2005,tt0121164,Corpse Bride,Dubious,FAIL,30000000,53359111,114770654,,
2005,tt0342258,Danny the dog,No Talking between Women,FAIL,43000000,24537621,49037621,,
2005,tt0342272,Dear Wendy,No Talking between Women,FAIL,8000000,23106,446438,,
2005,tt0419706,Doom,No Talking between Women,FAIL,70000000,28212337,54612337,,
2005,tt0120667,Fantastic Four,No Talking between Women,FAIL,87500000,154696080,330717080,,
2005,tt0433383,"Good Night, and Good Luck.",No Talking between Women,FAIL,7000000,31501218,56586901,,
2005,tt0330373,Harry Potter and the Goblet of Fire,No Talking between Women,FAIL,150000000,290013036,896911078,,
2005,tt0386588,Hitch,Conversation About Men Only,FAIL,55000000,177784257,366784257,,
2005,tt0450278,Hostel,No Talking between Women,FAIL,4800000,47326473,82241110,,
2005,tt0410097,Hustle &amp; Flow,Dubious,FAIL,2800000,22202809,23563727,,
2005,tt0418763,Jarhead,Less than Two Women,FAIL,72000000,62647540,96947540,,
2005,tt0360717,King Kong,Less than Two Women,FAIL,207000000,218080025,550517357,,
2005,tt0320661,Kingdom of Heaven,Less than Two Women,FAIL,110000000,47398413,218853353,,
2005,tt0373469,Kiss Kiss Bang Bang,No Talking between Women,FAIL,15000000,4235837,13105837,,
2005,tt0399295,Lord of War,Conversation About Men Only,FAIL,42000000,24149632,62142629,,
2005,tt0351283,Madagascar,Less than Two Women,FAIL,75000000,193595521,556559566,,
2005,tt0356910,Mr. &amp; Mrs. Smith,Conversation About Men Only,FAIL,110000000,186336279,478336279,,
2005,tt0408306,Munich,No Talking between Women,FAIL,75000000,47379090,130279090,,
2005,tt0380599,Oliver Twist,No Talking between Women,FAIL,65000000,2070920,26670920,,
2005,tt0358082,Robots,No Talking between Women,FAIL,80000000,128200012,260700012,,
2005,tt0432348,Saw II,Dubious,FAIL,5000000,87025093,152925093,,
2005,tt0338427,Shopgirl,Conversation About Men Only,FAIL,7500000,10284523,11758418,,
2005,tt0362165,Son of the Mask,No Talking between Women,FAIL,100000000,17018422,59918422,,
2005,tt0121766,Star Wars: Episode III - Revenge of the Sith,No Talking between Women,FAIL,115000000,380270577,848998877,,
2005,tt0382992,Stealth,No Talking between Women,FAIL,138000000,32116746,76416746,,
2005,tt0427944,Thank You for Smoking,No Talking between Women,FAIL,7500000,24793509,40016662,,
2005,tt0405422,The 40 Year Old Virgin,Conversation About Men Only,FAIL,26000000,109449237,177360047,,
2005,tt0424774,The Adventures of Sharkboy and Lavagirl 3-D,No Talking between Women,FAIL,50000000,39177684,69425966,,
2005,tt0371724,The Hitchhiker&#39;s Guide to the Galaxy,No Talking between Women,FAIL,45000000,51019112,104019112,,
2005,tt0366627,The Jacket,Conversation About Men Only,FAIL,28500000,6301131,15452978,,
2005,tt0386140,The Legend of Zorro,No Talking between Women,FAIL,80000000,45575336,141475336,,
2005,tt0402399,The New World,Dubious,FAIL,30000000,12712093,26184400,,
2005,tt0367089,The Squid and the Whale,Conversation About Men Only,FAIL,1500000,7372734,11191423,,
2005,tt0423409,Tristram Shandy: A Cock and Bull Story,Conversation About Men Only,FAIL,4750000,1253413,3061763,,
2005,tt0407304,War of the Worlds,No Talking between Women,FAIL,132000000,234280354,606836535,,
2005,tt0375210,White Noise,No Talking between Women,FAIL,10000000,56094360,92094360,,
2005,tt0406375,Zathura: A Space Adventure,Less than Two Women,FAIL,65000000,28045540,58545540,,
2004,tt0343660,50 First Dates,Conversation About Men Only,FAIL,75000000,120776832,196324496,,
2004,tt0359423,A Home at the End of The World,Dubious,FAIL,6500000,1029017,1033810,,
2004,tt0357413,Anchorman: The Legend of Ron Burgundy,Conversation About Men Only,FAIL,25000000,84136909,89366354,,
2004,tt0327437,Around the World in 80 Days,No Talking between Women,FAIL,110000000,24004159,72004159,,
2004,tt0370263,AVP: Alien vs. Predator,Dubious,FAIL,70000000,80281096,172543519,,
2004,tt0414852,Banlieue 13,Less than Two Women,FAIL,15000000,1200216,11208291,,
2004,tt0381681,Before Sunset,Less than Two Women,FAIL,2000000,5792822,11293790,,
2004,tt0369339,Collateral,Less than Two Women,FAIL,60000000,100170152,217670152,,
2004,tt0338013,Eternal Sunshine of the Spotless Mind,Conversation About Men Only,FAIL,20000000,34366518,72993444,,
2004,tt0377062,Flight of the Phoenix,Less than Two Women,FAIL,75000000,21009180,34009180,,
2004,tt0167190,Hellboy,No Talking between Women,FAIL,60000000,59623958,99823958,,
2004,tt0343818,"I, Robot",No Talking between Women,FAIL,105000000,144801023,348601023,,
2004,tt0385267,In Good Company,No Talking between Women,FAIL,26000000,45489752,63489752,,
2004,tt0373074,Kung Fu Hustle,Less than Two Women,FAIL,20000000,17104669,101004669,,
2004,tt0375912,Layer Cake,No Talking between Women,FAIL,6500000,2339957,11850214,,
2004,tt0349825,Miracle,No Talking between Women,FAIL,28000000,64378093,64474705,,
2004,tt0374900,Napoleon Dynamite,No Talking between Women,FAIL,400000,44540956,46122713,,
2004,tt0363282,New York Minute,No Talking between Women,FAIL,40000000,14018364,21215882,,
2004,tt0390384,Primer,No Talking between Women,FAIL,7000,424760,565846,,
2004,tt0350258,Ray,Dubious,FAIL,40000000,75305995,124823094,,
2004,tt0387564,Saw,Conversation About Men Only,FAIL,1200000,55185045,103096345,,
2004,tt0363988,Secret Window,No Talking between Women,FAIL,40000000,47958031,92111551,,
2004,tt0307453,Shark Tale,No Talking between Women,FAIL,75000000,161412000,367825111,,
2004,tt0316654,Spider-Man 2,No Talking between Women,FAIL,200000000,373524485,783705001,,
2004,tt0372588,Team America: World Police,Conversation About Men Only,FAIL,20000000,32774834,50274834,,
2004,tt0338751,The Aviator,No Talking between Women,FAIL,110000000,102608827,214608827,,
2004,tt0372183,The Bourne Supremacy,Conversation About Men Only,FAIL,85000000,176087450,288587450,,
2004,tt0289879,The Butterfly Effect,Conversation About Men Only,FAIL,13000000,57924679,96046844,,
2004,tt0296572,The Chronicles of Riddick,Conversation About Men Only,FAIL,120000000,57712751,107212751,,
2004,tt0362270,The Life Aquatic with Steve Zissou,Conversation About Men Only,FAIL,50000000,24006726,34806726,,
2004,tt0332280,The Notebook,Dubious,FAIL,30000000,81001787,102276787,,
2004,tt0293508,The Phantom of the Opera,Conversation About Men Only,FAIL,55000000,51225796,158225796,,
2004,tt0338348,The Polar Express,No Talking between Women,FAIL,170000000,194949659,319049659,,
2004,tt0362227,The Terminal,No Talking between Women,FAIL,75000000,77073959,218673959,,
2004,tt0327247,The Whole Ten Yards,No Talking between Women,FAIL,30000000,16323969,26323969,,
2004,tt0332452,Troy,No Talking between Women,FAIL,150000000,133298577,484161265,,
2003,tt0322259,2 Fast 2 Furious,No Talking between Women,FAIL,76000000,127120058,236220058,,
2003,tt0315733,21 grams,Dubious,FAIL,20000000,16248701,59667625,,
2003,tt0319061,Big Fish,No Talking between Women,FAIL,70000000,66432867,123432867,,
2003,tt0306685,Cradle 2 the Grave,No Talking between Women,FAIL,25000000,34657731,56434942,,
2003,tt0287978,Daredevil,Less than Two Women,FAIL,80000000,102543518,182782518,,
2003,tt0282209,Darkness Falls,No Talking between Women,FAIL,7000000,32539681,32539681,,
2003,tt0285531,Dreamcatcher,Less than Two Women,FAIL,68000000,33685268,75685268,,
2003,tt0266543,Finding Nemo,No Talking between Women,FAIL,94000000,380529370,906465556,,
2003,tt0311289,Holes,Conversation About Men Only,FAIL,20000000,67383924,72383924,,
2003,tt0329717,Hollywood Homicide,No Talking between Women,FAIL,75000000,30207785,51107785,,
2003,tt0251127,How to Lose a Guy in 10 Days,Conversation About Men Only,FAIL,50000000,105807520,177079973,,
2003,tt0286716,Hulk,No Talking between Women,FAIL,137000000,132177234,245229234,,
2003,tt0309698,Identity,No Talking between Women,FAIL,28000000,52131264,82183683,,
2003,tt0325703,Lara Croft Tomb Raider: The Cradle of Life,Less than Two Women,FAIL,90000000,65653758,156453758,,
2003,tt0335266,Lost In Translation,Dubious,FAIL,4000000,44585453,112550685,,
2003,tt0311113,Master and Commander: The Far Side of the World,Less than Two Women,FAIL,135000000,93926386,212912137,,
2003,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,Conversation About Men Only,FAIL,125000000,305411224,634954103,,
2003,tt0327137,Secondhand Lions,No Talking between Women,FAIL,30000000,42070939,47902566,,
2003,tt0300471,Shanghai Knights,No Talking between Women,FAIL,50000000,60470220,88316835,,
2003,tt0323944,Shattered Glass,Conversation About Men Only,FAIL,6000000,2207975,2932719,,
2003,tt0165982,Sinbad: Legend of the Seven Seas,Conversation About Men Only,FAIL,60000000,26483452,80767884,,
2003,tt0337741,Something&#39;s Gotta Give,Dubious,FAIL,80000000,124685242,266685242,,
2003,tt0317740,The Italian Job,No Talking between Women,FAIL,60000000,106126012,176262839,,
2003,tt0283426,The Jungle Book 2,Less than Two Women,FAIL,20000000,47901582,135703599,,
2003,tt0325710,The Last Samurai,Less than Two Women,FAIL,140000000,111110575,456810575,,
2003,tt0311429,The League of Extraordinary Gentlemen,Less than Two Women,FAIL,78000000,66465204,179265204,,
2003,tt0167260,The Lord of the Rings: The Return of the King,No Talking between Women,FAIL,94000000,377845905,1141408667,,
2003,tt0332379,The School of Rock,Dubious,FAIL,20000000,81261177,131161177,,
2003,tt0300556,Timeline,No Talking between Women,FAIL,80000000,19480739,26703184,,
2003,tt0320691,Underworld,Dubious,FAIL,22000000,51970690,95708457,,
2002,tt0307901,25th Hour,Conversation About Men Only,FAIL,4500000,13084595,25344490,,
2002,tt0298203,8 Mile,No Talking between Women,FAIL,41000000,116724075,242924075,,
2002,tt0257360,About Schmidt,No Talking between Women,FAIL,30000000,65005217,105823486,,
2002,tt0268126,Adaptation,Dubious,FAIL,18500000,22498520,22498520,,
2002,tt0168786,Antwone Fisher,No Talking between Women,FAIL,12500000,21078145,23367586,,
2002,tt0295178,Austin Powers in Goldmember,No Talking between Women,FAIL,63000000,213117789,292738626,,
2002,tt0187738,Blade II,No Talking between Women,FAIL,54000000,81676888,154338601,,
2002,tt0264464,Catch Me If You Can,No Talking between Women,FAIL,52000000,164606800,351106800,,
2002,tt0266452,Death to Smoochy,Conversation About Men Only,FAIL,50000000,8355815,8374062,,
2002,tt0246460,Die Another Day,Conversation About Men Only,FAIL,142000000,160942139,431942139,,
2002,tt0303933,Drumline,No Talking between Women,FAIL,20000000,56398162,56398162,,
2002,tt0238380,Equilibrium,No Talking between Women,FAIL,20000000,1190018,5345869,,
2002,tt0120679,Frida,Conversation About Men Only,FAIL,12000000,25885000,55710675,,
2002,tt0217505,Gangs of New York,No Talking between Women,FAIL,97000000,77730500,190400000,,
2002,tt0302674,Gerry,Less than Two Women,FAIL,7000000,254683,254683,,
2002,tt0297181,I Spy,No Talking between Women,FAIL,70000000,33561137,60279822,,
2002,tt0268380,Ice Age,Less than Two Women,FAIL,65000000,176387405,386116343,,
2002,tt0280760,Igby Goes Down,Conversation About Men Only,FAIL,9000000,4777465,4777465,,
2002,tt0278504,Insomnia,No Talking between Women,FAIL,46000000,67263182,113622499,,
2002,tt0120912,Men in Black II,No Talking between Women,FAIL,140000000,190418803,441767803,,
2002,tt0181689,Minority Report,No Talking between Women,FAIL,102000000,132024714,358824714,,
2002,tt0280590,Mr Deeds,Conversation About Men Only,FAIL,50000000,126293452,171269535,,
2002,tt0183649,Phone Booth,No Talking between Women,FAIL,11000000,46566212,97837138,,
2002,tt0289765,Red Dragon,No Talking between Women,FAIL,78000000,92955420,206455420,,
2002,tt0253556,Reign of Fire,No Talking between Women,FAIL,60000000,43061982,82150183,,
2002,tt0286106,Signs,No Talking between Women,FAIL,70702619,227965690,408265690,,
2002,tt0281373,Snow Dogs,No Talking between Women,FAIL,32000000,81150692,116898028,,
2002,tt0307479,Solaris,No Talking between Women,FAIL,47000000,14970038,14970038,,
2002,tt0145487,Spider-Man,No Talking between Women,FAIL,139000000,403706375,821565375,,
2002,tt0166813,Spirit: Stallion of the Cimarron,Less than Two Women,FAIL,80000000,73215310,106515310,,
2002,tt0253754,Star Trek: Nemesis,No Talking between Women,FAIL,60000000,43254409,67312826,,
2002,tt0121765,Star Wars: Episode II - Attack of the Clones,Dubious,FAIL,115000000,310676740,656695615,,
2002,tt0180052,The Adventures of Pluto Nash,Conversation About Men Only,FAIL,100000000,4411102,7094995,,
2002,tt0258463,The Bourne Identity,No Talking between Women,FAIL,60000000,121468960,213300000,,
2002,tt0238924,The Dangerous Lives of Altar Boys,No Talking between Women,FAIL,12000000,1779284,1779284,,
2002,tt0167261,The Lord of the Rings: The Two Towers,No Talking between Women,FAIL,94000000,342548984,927048984,,
2002,tt0258068,The Quiet American,Conversation About Men Only,FAIL,20000000,12987647,26348203,,
2002,tt0292644,The Rules of Attraction,Dubious,FAIL,4000000,6525762,11799060,,
2002,tt0304669,The Santa Clause 2,No Talking between Women,FAIL,65000000,139225854,172825854,,
2002,tt0293662,The Transporter,Less than Two Women,FAIL,21000000,25296447,43928932,,
2002,tt0290095,The Tuxedo,Less than Two Women,FAIL,60000000,50586000,104429625,,
2002,tt0133240,Treasure Planet,No Talking between Women,FAIL,100000000,38120554,91800000,,
2002,tt0295701,xXx,No Talking between Women,FAIL,70000000,141930000,267200000,,
2001,tt0268978,A Beautiful Mind,No Talking between Women,FAIL,78000000,170708996,317668058,,
2001,tt0183790,A Knight&#39;s Tale,Conversation About Men Only,FAIL,41000000,56083966,100622586,,
2001,tt0244000,American Outlaws,No Talking between Women,FAIL,35000000,13264986,13264986,,
2001,tt0218817,Antitrust,Conversation About Men Only,FAIL,30000000,10965209,17865209,,
2001,tt0212720,Artificial Intelligence: AI,No Talking between Women,FAIL,90000000,78616689,235900000,,
2001,tt0230011,Atlantis: The Lost Empire,No Talking between Women,FAIL,90000000,84052762,186049020,,
2001,tt0265086,Black Hawk Down,Less than Two Women,FAIL,95000000,108638745,159691085,,
2001,tt0221027,Blow,No Talking between Women,FAIL,30000000,52990775,83282296,,
2001,tt0246578,Donnie Darko,Dubious,FAIL,4500000,1270522,7696529,,
2001,tt0120681,From Hell,Dubious,FAIL,35000000,31598308,68712365,,
2001,tt0160399,Impostor,Less than Two Women,FAIL,40000000,6114237,6114237,,
2001,tt0035423,Kate &amp; Leopold,Conversation About Men Only,FAIL,48000000,47095453,70937778,,
2001,tt0271027,Kiss of the Dragon,No Talking between Women,FAIL,25000000,36833473,36833473,,
2001,tt0242587,L.I.E.,No Talking between Women,FAIL,700000,1140965,1140965,,
2001,tt0146316,Lara Croft: Tomb Raider,Less than Two Women,FAIL,94000000,131144183,274644183,,
2001,tt0166276,Monkeybone,Dubious,FAIL,75000000,5409517,5409517,,
2001,tt0198781,"Monsters, Inc.",No Talking between Women,FAIL,115000000,289423425,559757719,,
2001,tt0240772,Ocean&#39;s Eleven,No Talking between Women,FAIL,85000000,183417150,450728529,,
